 num     #instances         #bytes  class name (module)
 383:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@17.0.17)
 384:             1             16  java.util.zip.ZipFile$1 (java.base@17.0.17)
 385:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@17.0.17)
 386:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@17.0.17)
 387:             1             16  jdk.internal.misc.Unsafe (java.base@17.0.17)
 388:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@17.0.17)
 389:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@17.0.17)
 390:             1             16  jdk.internal.module.ModulePatcher (java.base@17.0.17)
 391:             1             16  jdk.internal.module.ModuleTarget (java.base@17.0.17)
 392:             1             16  jdk.internal.perf.Perf (java.base@17.0.17)
 393:             1             16  jdk.internal.perf.Perf$GetPerfAction (java.base@17.0.17)
 394:             1             16  jdk.internal.ref.CleanerFactory$1 (java.base@17.0.17)
 395:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@17.0.17)
 396:             1             16  jdk.internal.util.Preconditions$1 (java.base@17.0.17)
 397:             1             16  jdk.internal.util.SystemProps$Raw (java.base@17.0.17)
 398:             1             16  scala.App$$Lambda$1/0x000000c801026280
 399:             1             16  scala.Console$
 400:             1             16  scala.None$
 401:             1             16  scala.Predef$
 402:             1             16  scala.Tuple2$
 403:             1             16  scala.collection.Iterable$
 404:             1             16  scala.collection.Iterator$
 405:             1             16  scala.collection.Iterator$$anon$19
 406:             1             16  scala.collection.StrictOptimizedLinearSeqOps$$anon$1
 407:             1             16  scala.collection.immutable.$colon$colon$
 408:             1             16  scala.collection.immutable.IndexedSeq$
 409:             1             16  scala.collection.immutable.Iterable$
 410:             1             16  scala.collection.immutable.LazyList$
 411:             1             16  scala.collection.immutable.LazyList$$$Lambda$3/0x000000c80103e000
 412:             1             16  scala.collection.immutable.LazyList$EmptyMarker$
 413:             1             16  scala.collection.immutable.List$
 414:             1             16  scala.collection.immutable.List$$anon$1
 415:             1             16  scala.collection.immutable.Map$
 416:             1             16  scala.collection.immutable.Nil$
 417:             1             16  scala.collection.immutable.Range$
 418:             1             16  scala.collection.immutable.Seq$
 419:             1             16  scala.collection.immutable.Set$
 420:             1             16  scala.collection.immutable.Stream$
 421:             1             16  scala.collection.immutable.Vector$
 422:             1             16  scala.collection.immutable.VectorStatics$
 423:             1             16  scala.collection.mutable.ListBuffer$$Lambda$2/0x000000c80102c9c0
 424:             1             16  scala.collection.mutable.MutationTracker$
 425:             1             16  scala.collection.mutable.StringBuilder$
 426:             1             16  scala.collection.package$$colon$plus$
 427:             1             16  scala.collection.package$$plus$colon$
 428:             1             16  scala.math.BigDecimal$
 429:             1             16  scala.math.BigInt$
 430:             1             16  scala.math.Equiv$
 431:             1             16  scala.math.Fractional$
 432:             1             16  scala.math.Integral$
 433:             1             16  scala.math.Numeric$
 434:             1             16  scala.math.Ordered$
 435:             1             16  scala.math.Ordering$
 436:             1             16  scala.package$
 437:             1             16  scala.package$$anon$1
 438:             1             16  scala.reflect.Manifest$
 439:             1             16  scala.reflect.ManifestFactory$
 440:             1             16  scala.reflect.NoManifest$
 441:             1             16  scala.util.Either$
 442:             1             16  scala.util.Left$
 443:             1             16  scala.util.Right$
 444:             1             16  sun.net.www.protocol.file.Handler (java.base@17.0.17)
 445:             1             16  sun.net.www.protocol.jar.Handler (java.base@17.0.17)
 446:             1             16  sun.nio.fs.MacOSXFileSystemProvider (java.base@17.0.17)
 447:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@17.0.17)
Total         66826       11853288
